outlet,bias,headline,summary,ground_news_interest_url
The Real News,Left,‘Minneapolis is the test case’: Trump threatens Insurrection Act to put down protests,"This story originally appeared in Common Dreams on Jan. 15, 2026. It is shared here under a Creative Commons (CC BY-NC-ND 3.0) license. President Donald Trump on Thursday threatened to invoke the Insurrection Act, which would allow him to put the US military on American streets, unless demonstrations against federal immigration operations in Minneapolis come to an end. In a Truth Social post, Trump demanded that Minnesota elected officials ""stop"" the protests.",https://ground.news/interest/the-real-news
HuffPost,Left,Senate Approves Government Funding Amid ICE Reform Talks,Democrats agreed to fund the Department of Homeland Security for two weeks while talks continue on reforming Immigration and Customs Enforcement amid protests in Minneapolis.,https://ground.news/interest/huffpost
scheerpost.com,Left,"""Federal Invasion"" of Minnesota","In this conversation, Hwa Jeong Kim, a Saint Paul City Council Vice President, provides a detailed account of the unprecedented surge of armed federal agents in Minnesota. She describes the transformation of the Twin Cities, where thousands of masked DHS officers flood neighborhoods, and residents are seized.",https://ground.news/interest/scheerpostcom
Slate,Left,Fed Chair Nominee's Sane Side Emerges Amid Chaos,Trump's nomination of Jerome Powell as Fed chair has emerged amid the Powell lawsuit and other political turmoil.,https://ground.news/interest/slate
Alternet,Left,Trump mocked as a 'baby' for 'extorting' Nobel Peace Prize winner,"During President Donald Trump's recent meeting with Venezuelan opposition leader María Corina Machado – who won the 2025 Nobel Peace Prize – Machado confirmed that she gave Trump the Nobel medal he has openly coveted for more than a year. Despite Machado's gesture, it is effectively meaningless as the Nobel Institute has stated that the medal cannot be awarded posthumously. 1 month ago · Washington, United States",https://ground.news/interest/alternet
National Memo,Left,Why Donald Trump Is Finally Waving A White Flag In Minnesota,"After weeks of vicious rhetoric aimed at Minnesota Governor Tim Walz, Donald Trump suddenly wants everyone to know he had a “very good call” with the Democratic governor on Monday and that they are on a “similar wavelength.” He even emphasized how “respectful” Walz was, a word Trump rarely uses for Democrats unless there’s a reason. And the governor’s response was equally positive, with Walz calling Trump’s call “respectful” and “very good.”",https://ground.news/interest/national-memo
Slate,Left,A Vaguely Sane Kevin,Trump has made his Fed chair nomination amid the Powell lawsuit and other chaos.,https://ground.news/interest/slate
National Memo,Left,Wall Street Offers Lukewarm Greeting To Melania And Her Movie Grift,"First Lady Melania Trump had to endure an embarrassing appearance at the New York Stock Exchange (NYSE) ahead of the opening weekend of her new film. When the first lady appeared in front of an assembled crowd of traders to ring the opening bell, she stood silently as she was greeted by tepid applause. NYSE Group President Lynn Martin can be seen visibly uncomfortable as the crowd's response was notably subdued.",https://ground.news/interest/national-memo
Raw Story,Left,'Non-negotiable' Trump Fed chair pick draws instant pushback from GOP senator,President Donald Trump confirmed Kevin Warsh as his pick early Friday morning to replace Federal Reserve Chair Jerome Powell – who his administration has targeted with a criminal probe – but was immediately hit with fierce pushback from one GOP senator who vowed to block Warsh’s confirmation.,https://ground.news/interest/raw-story
The New Republic,Left,Man Who Sprayed Ilhan Omar at Town Hall Was Huge Fan of Trump,"Anthony Kazmierczak, who was arrested for spraying Ilhan Omar at a town hall meeting, had a strong admiration for President Trump.",https://ground.news/interest/the-new-republic
brennancenter.org,Left,Elizabeth Goitein Testimony on Reforming Section 702 of the Foreign Intelligence Surveillance Act before House and Senate Committees on the Judiciary,"Elizabeth Goitein testified before the House and Senate Committees on the Judiciary, warning that the law is failing to protect Americans from warrantless surveillance.",https://ground.news/interest/brennancenterorg
The Daily Beast,Left,"Trump, 79, Appears to Forget Name of Woman Who Just Gave Him His Nobel Peace Prize",The president seemed to have difficulty recalling exactly who handed him the award he’s been hankering after. 1 month ago · United States,https://ground.news/interest/the-daily-beast
Raw Story,Left,Trump's Border Patrol enforcer to leave Minneapolis amid fierce backlash: report,"President Donald Trump's infamous Border Patrol enforcer is set to withdraw from Minneapolis, according to a new report. According to CNN's Priscilla Alvarez, ""Gregory Bovino and some of his agents are expected to leave Minneapolis and return to their respective sectors."" This follows weeks of rising tensions and fierce backlash.",https://ground.news/interest/raw-story
HuffPost,Left,Rep. Ilhan Omar Drops the Mic On Her Attacker,Rep. Ilhan Omar (D-Minn.) was ready to throw hands after being attacked at a recent press conference.,https://ground.news/interest/huffpost
Common Dreams,Left,"'Disgusting Act of Corruption': Trump Sues IRS, Treasury for $10 Billion Over Tax Return Leak","Trump is suing the IRS and Treasury for $10 billion over the leak of his tax returns, while his Treasury Department is sending individual tax records to ICE, an anti-immigrant group.",https://ground.news/interest/common-dreams
New York Magazine,Left,ICE Demotion: Tom Homan Takes Over Minneapolis Office,"Greg Bovino, who gained attention for his ""strongman"" persona, has been demoted and replaced by Tom Homan, the new Border Patrol officer in charge of the Minneapolis office.",https://ground.news/interest/new-york-magazine
The New Republic,Left,"Republicans Blame Ilhan Omar for Town Hall Attack, Ignore Their Own Role","Republicans are shifting the blame for the attack on Democratic Representative Ilhan Omar, while ignoring their own role in creating the volatile political climate that led to the incident.",https://ground.news/interest/the-new-republic
Salon,Left,Government shutdown nears as Senate Republicans block budget bill,"With Democrats opposing the funding for DHS, the government is heading toward another shutdown.",https://ground.news/interest/salon
Common Dreams,Left,Ilhan Omar Assaulted at Town Hall Amid Trump Attacks,"""Here's the reality that people like this ugly man don't understand,"" said the Democratic lawmaker following the attack. ""We are Minnesota strong and we will stay resilient in the face of whatever they might throw at us.""",https://ground.news/interest/common-dreams
Alternet,Left,"Trump praises AG Bondi's performance at Epstein hearing, claims exoneration from Russia probe","In a post on Truth Social, President Trump praised Attorney General Pam Bondi's performance at Wednesday's congressional hearing on the Epstein files, declaring that it exonerated him from any Russia-related charges.",https://ground.news/interest/alternet
oklahomavoice.com,Left,"Republicans Celebrate School Choice in US Senate Hearing, While Dems Question Fairness • Oklahoma Voice","Louisiana Republican U.S. Sen. Bill Cassidy talks with reporters in the Dirksen Senate office building on Wednesday, Dec. 3, 2025. (Photo by Jennifer Shutt/States Newsroom) WASHINGTON — The fierce debate surrounding school choice initiatives took center stage Wednesday during a hearing in a U.S. Senate panel. President Donald Trump’s administration and congressional Republicans have made school choice a central point of their education agenda, while Democrats question the fairness of the policies.",https://ground.news/interest/oklahomavoicecom
Akşam,Left,"Historic Snowstorm Leaves 770,000 Americans Without Power.","A massive snowstorm has left 770,000 Americans without electricity, with the cold weather exacerbating the situation.",https://ground.news/interest/akam
Raw Story,Left,Trump Warns Democrats: Fire Noem or Impeachment,"House Democrats issued a warning to President Trump to fire Homeland Security Secretary Kristi Noem, or risk facing impeachment. House Minority Leader Hakeem Jeffries and his top deputies urged Trump to take action against Noem, who has overseen a ""killing spree"" in her department.",https://ground.news/interest/raw-story
